Player Name,Agent Name,R,ACS,K,D,K/D +/–,+/–,ADR,HS%,FK,FK/FD +/–,+/–,Team Name,Map Name,Map #,Stage,Series,winner,rounds,Id
Zellsis,Kayo,"0.85
0.52
1.11","139
144
136","11
4
7","

13
11
2

","12
5
7","-2
-7
+5","86
104
70","21%
29%
14%","1
1
0","4
2
2","-3
-1
-2",Sentinels,Ascent,2,Group Stage,Opening (B),LOUD,"0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0",3
aspas,Raze,"1.77
1.64
1.93","374
371
379","31
17
14","

15
10
5

","3
1
2","+16
+7
+9","235
246
223","23%
26%
21%","10
6
4","1
0
1","+9
+6
+3",Leviatán,Bind,1,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1",4
Mazino,Harbor,"1.30
1.29
1.32","233
268
192","17
11
6","

12
7
5

","13
4
9","+5
+4
+1","151
178
118","15%
21%
7%","2
1
1","1
1
0","+1
0
+1",Leviatán,Bind,1,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1",4
C0M,Skye,"1.27
1.17
1.39","202
166
246","17
8
9","

12
7
5

","11
8
3","+5
+1
+4","111
97
128","13%
21%
7%","4
1
3","0
0
0","+4
+1
+3",Leviatán,Bind,1,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1",4
tex,Gekko,"0.97
0.99
0.96","124
148
95","9
6
3","

10
6
4

","8
3
5","-1
0
-1","99
105
91","37%
47%
27%","0
0
0","3
2
1","-3
-2
-1",Leviatán,Bind,1,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1",4
kiNgg,Viper,"0.86
0.52
1.27","145
86
216","10
3
7","

15
10
5

","10
6
4","-5
-7
+2","89
51
136","25%
0%
47%","0
0
0","1
1
0","-1
-1
0",Leviatán,Bind,1,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1",4
Boostio,Gekko,"1.11
0.86
1.33","274
230
312","22
8
14","

18
8
10

","3
1
2","+4
0
+4","180
147
208","35%
19%
48%","4
2
2","2
2
0","+2
0
+2",100 Thieves,Bind,1,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0",4
Cryocells,Brimstone,"0.85
0.93
0.79","204
250
166","15
8
7","

16
7
9

","5
2
3","-1
+1
-2","126
158
99","26%
22%
31%","1
0
1","6
2
4","-5
-2
-3",100 Thieves,Bind,1,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0",4
eeiu,Fade,"0.72
0.63
0.79","151
106
189","11
3
8","

16
9
7

","7
5
2","-5
-6
+1","108
85
127","28%
31%
26%","0
0
0","1
1
0","-1
-1
0",100 Thieves,Bind,1,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0",4
Asuna,Raze,"0.70
0.56
0.81","147
131
162","10
4
6","

19
9
10

","7
3
4","-9
-5
-4","94
77
109","19%
11%
24%","1
0
1","4
2
2","-3
-2
-1",100 Thieves,Bind,1,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0",4
bang,Viper,"0.61
0.45
0.74","95
91
100","6
2
4","

15
7
8

","4
0
4","-9
-5
-4","70
64
75","29%
20%
33%","0
0
0","3
1
2","-3
-1
-2",100 Thieves,Bind,1,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0",4
aspas,Raze,"0.80
0.76
0.90","203
217
165","10
8
2","

15
11
4

","4
3
1","-5
-3
-2","150
158
126","28%
27%
33%","2
2
0","7
6
1","-5
-4
-1",Leviatán,Split,2,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0",4
kiNgg,Breach,"0.71
0.91
0.11","185
220
83","11
10
1","

15
11
4

","4
3
1","-4
-1
-3","119
141
50","29%
33%
14%","0
0
0","1
1
0","-1
-1
0",Leviatán,Split,2,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0",4
Mazino,Omen,"0.60
0.80
0.03","139
170
49","7
7
0","

14
10
4

","5
4
1","-7
-3
-4","98
117
43","25%
32%
0%","0
0
0","3
2
1","-3
-2
-1",Leviatán,Split,2,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0",4
tex,Cypher,"0.49
0.35
0.91","120
97
190","6
3
3","

16
12
4

","5
2
3","-10
-9
-1","82
70
117","28%
31%
22%","0
0
0","1
1
0","-1
-1
0",Leviatán,Split,2,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0",4
C0M,Sova,"0.45
0.41
0.55","146
138
172","6
4
2","

15
11
4

","5
3
2","-9
-7
-2","105
107
99","25%
25%
25%","1
0
1","1
0
1","0
0
0",Leviatán,Split,2,Group Stage,Opening (B),Leviatán,"0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0",4
eeiu,Fade,"1.61
1.42
1.67","259
154
295","17
3
14","

6
1
5

","5
1
4","+11
+2
+9","158
82
183","15%
29%
13%","1
0
1","0
0
0","+1
0
+1",100 Thieves,Split,2,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1",4
Cryocells,Astra,"1.48
2.38
1.17","232
440
163","15
7
8","

7
1
6

","1
0
1","+8
+6
+2","180
326
131","36%
42%
33%","3
2
1","1
0
1","+2
+2
0",100 Thieves,Split,2,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1",4
Asuna,Raze,"1.39
0.54
1.67","286
158
329","18
2
16","

10
3
7

","4
2
2","+8
-1
+9","180
105
205","24%
29%
23%","3
1
2","1
0
1","+2
+1
+1",100 Thieves,Split,2,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1",4
Boostio,Gekko,"1.29
1.71
1.15","194
246
177","10
4
6","

8
2
6

","7
0
7","+2
+2
0","150
136
155","19%
22%
18%","2
0
2","0
0
0","+2
0
+2",100 Thieves,Split,2,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1",4
bang,Viper,"1.12
1.43
1.02","239
258
233","15
4
11","

10
2
8

","4
1
3","+5
+2
+3","150
196
135","38%
45%
34%","4
0
4","1
1
0","+3
-1
+4",100 Thieves,Split,2,Group Stage,Opening (B),Leviatán,"1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1",4
C0M,Sova,"1.56
1.47
1.64","278
278
279","24
12
12","

13
7
6

","7
4
3","+11
+5
+6","174
186
162","29%
39%
22%","4
1
3","1
0
1","+3
+1
+2",Leviatán,Icebox,3,Group Stage,Opening (B),Leviatán,"1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1",4
aspas,Reyna,"1.44
1.41
1.47","302
289
316","25
11
14","

14
7
7

","9
7
2","+11
+4
+7","195
172
219","32%
21%
48%","4
1
3","1
1
0","+3
0
+3",Leviatán,Icebox,3,Group Stage,Opening (B),Leviatán,"1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1",4
tex,Killjoy,"0.87
0.98
0.76","163
182
145","15
9
6","

16
8
8

","2
1
1","-1
+1
-2","114
136
92","38%
32%
50%","3
1
2","3
3
0","0
-2
+2",Leviatán,Icebox,3,Group Stage,Opening (B),Leviatán,"1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1",4
Mazino,Harbor,"0.86
0.79
0.93","200
169
232","16
7
9","

20
9
11

","12
6
6","-4
-2
-2","121
92
151","24%
8%
38%","1
1
0","3
2
1","-2
-1
-1",Leviatán,Icebox,3,Group Stage,Opening (B),Leviatán,"1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1",4
kiNgg,Viper,"0.85
0.69
1.00","164
154
176","14
6
8","

18
10
8

","12
5
7","-4
-4
0","111
105
117","31%
28%
35%","1
1
0","3
1
2","-2
0
-2",Leviatán,Icebox,3,Group Stage,Opening (B),Leviatán,"1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1",4
Cryocells,Jett,"1.07
0.70
1.43","250
179
321","21
7
14","

19
11
8

","2
1
1","+2
-4
+6","161
132
189","17%
24%
11%","5
2
3","3
2
1","+2
0
+2",100 Thieves,Icebox,3,Group Stage,Opening (B),Leviatán,"0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0",4
Boostio,Killjoy,"0.99
0.89
1.09","246
240
253","20
9
11","

19
10
9

","7
6
1","+1
-1
+2","164
168
161","23%
15%
36%","3
1
2","9
6
3","-6
-5
-1",100 Thieves,Icebox,3,Group Stage,Opening (B),Leviatán,"0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0",4
bang,Viper,"0.87
0.94
0.80","217
264
171","19
13
6","

18
9
9

","4
1
3","+1
+4
-3","132
148
117","33%
38%
25%","1
1
0","0
0
0","+1
+1
0",100 Thieves,Icebox,3,Group Stage,Opening (B),Leviatán,"0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0",4
eeiu,Sova,"0.68
0.82
0.55","151
177
126","12
8
4","

20
10
10

","4
1
3","-8
-2
-6","98
106
90","21%
22%
20%","1
0
1","1
0
1","0
0
0",100 Thieves,Icebox,3,Group Stage,Opening (B),Leviatán,"0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0",4
Asuna,Gekko,"0.66
0.60
0.72","114
116
114","9
4
5","

18
9
9

","2
1
1","-9
-5
-4","66
70
63","14%
6%
30%","1
0
1","0
0
0","+1
0
+1",100 Thieves,Icebox,3,Group Stage,Opening (B),Leviatán,"0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0",4
Shyy,Killjoy,"1.52
1.42
1.60","225
187
257","19
7
12","

10
3
7

","2
1
1","+9
+4
+5","161
124
192","24%
26%
23%","2
1
1","2
1
1","0
0
0",KRÜ Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1",5
Klaus,Sova,"1.24
1.15
1.33","198
146
242","16
5
11","

14
7
7

","6
3
3","+2
-2
+4","143
98
181","24%
27%
23%","4
1
3","0
0
0","+4
+1
+3",KRÜ Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1",5
keznit,Jett,"1.07
1.53
0.68","234
361
129","18
13
5","

15
6
9

","4
2
2","+3
+7
-4","152
242
78","30%
31%
25%","3
1
2","5
3
2","-2
-2
0",KRÜ Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1",5
Melser,Viper,"0.94
1.40
0.55","169
232
117","13
9
4","

14
5
9

","3
1
2","-1
+4
-5","122
167
84","38%
39%
36%","0
0
0","2
1
1","-2
-1
-1",KRÜ Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1",5
mta,Kayo,"0.91
0.44
1.30","211
111
295","14
2
12","

19
9
10

","15
9
6","-5
-7
+2","132
70
184","44%
50%
42%","3
1
2","1
1
0","+2
0
+2",KRÜ Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1",5
valyn,Brimstone,"1.34
1.40
1.25","314
346
277","24
14
10","

15
8
7

","6
4
2","+9
+6
+3","203
230
171","35%
45%
25%","4
1
3","1
0
1","+3
+1
+2",G2 Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0",5
trent,Viper,"0.88
0.88
0.89","204
213
194","16
9
7","

16
9
7

","3
1
2","0
0
0","122
127
116","9%
9%
9%","1
1
0","1
1
0","0
0
0",G2 Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0",5
leaf,Jett,"0.77
0.58
1.00","193
174
217","12
7
5","

17
10
7

","7
2
5","-5
-3
-2","137
106
175","29%
27%
30%","4
2
2","4
4
0","0
-2
+2",G2 Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0",5
JonahP,Sova,"0.75
0.99
0.46","145
203
77","13
10
3","

16
8
8

","3
2
1","-3
+2
-5","100
138
54","40%
50%
22%","1
0
1","5
2
3","-4
-2
-2",G2 Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0",5
neT,Killjoy,"0.51
0.43
0.62","97
88
109","7
3
4","

16
9
7

","0
0
0","-9
-6
-3","80
80
80","22%
19%
27%","0
0
0","1
1
0","-1
-1
0",G2 Esports,Icebox,1,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0",5
Klaus,Fade,"1.01
1.11
0.89","230
203
263","16
8
8","

17
7
10

","7
4
3","-1
+1
-2","147
125
173","23%
22%
24%","4
1
3","1
1
0","+3
0
+3",KRÜ Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0",5
keznit,Chamber,"0.88
0.97
0.78","196
219
168","15
9
6","

16
8
8

","1
1
0","-1
+1
-2","124
133
112","38%
37%
38%","5
4
1","0
0
0","+5
+4
+1",KRÜ Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0",5
mta,Kayo,"0.87
0.95
0.77","162
150
177","13
7
6","

16
7
9

","8
6
2","-3
0
-3","101
93
111","31%
33%
29%","3
1
2","2
1
1","+1
0
+1",KRÜ Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0",5
Melser,Omen,"0.77
1.05
0.43","156
222
78","11
9
2","

18
9
9

","10
7
3","-7
0
-7","99
140
51","30%
42%
9%","3
2
1","2
1
1","+1
+1
0",KRÜ Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0",5
Shyy,Viper,"0.53
0.43
0.65","96
85
110","7
3
4","

17
9
8

","5
3
2","-10
-6
-4","78
72
85","16%
13%
19%","0
0
0","2
1
1","-2
-1
-1",KRÜ Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0",5
JonahP,Sova,"1.58
1.19
1.90","297
220
362","23
8
15","

13
7
6

","6
5
1","+10
+1
+9","181
132
222","31%
20%
39%","2
0
2","1
1
0","+1
-1
+2",G2 Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1",5
valyn,Omen,"1.32
1.93
0.81","223
316
146","17
12
5","

10
2
8

","14
11
3","+7
+10
-3","150
208
102","35%
41%
27%","0
0
0","2
0
2","-2
0
-2",G2 Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1",5
leaf,Raze,"1.19
1.03
1.32","238
231
246","19
8
11","

14
7
7

","6
3
3","+5
+1
+4","152
140
163","29%
11%
50%","4
3
1","5
4
1","-1
-1
0",G2 Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1",5
trent,Viper,"1.02
1.38
0.72","190
260
133","13
9
4","

14
5
9

","8
5
3","-1
+4
-5","125
165
91","33%
35%
31%","1
0
1","6
2
4","-5
-2
-3",G2 Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1",5
neT,Cypher,"0.98
1.12
0.87","133
180
94","12
7
5","

11
5
6

","1
1
0","+1
+2
-1","94
129
66","39%
38%
42%","0
0
0","1
0
1","-1
0
-1",G2 Esports,Sunset,2,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1",5
keznit,Jett,"1.52
1.60
1.43","358
368
348","31
17
14","

18
8
10

","5
3
2","+13
+9
+4","238
252
223","45%
35%
63%","8
4
4","3
1
2","+5
+3
+2",KRÜ Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0",5
Shyy,Killjoy,"1.18
1.51
0.85","229
287
172","19
13
6","

13
6
7

","7
3
4","+6
+7
-1","174
216
132","20%
23%
16%","1
1
0","1
0
1","0
+1
-1",KRÜ Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0",5
Klaus,Sova,"0.92
0.80
1.05","201
152
252","17
6
11","

16
9
7

","5
3
2","+1
-3
+4","134
112
157","24%
20%
27%","1
0
1","1
0
1","0
0
0",KRÜ Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0",5
mta,Kayo,"0.88
0.95
0.81","164
201
128","12
7
5","

17
8
9

","14
9
5","-5
-1
-4","96
115
76","38%
44%
29%","2
1
1","4
3
1","-2
-2
0",KRÜ Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0",5
Melser,Omen,"0.54
0.51
0.56","88
105
72","8
5
3","

17
10
7

","6
4
2","-9
-5
-4","70
71
69","35%
36%
33%","0
0
0","3
2
1","-3
-2
-1",KRÜ Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0",5
JonahP,Kayo,"1.38
1.41
1.35","267
269
266","20
10
10","

16
7
9

","19
10
9","+4
+3
+1","162
163
160","23%
29%
19%","0
0
0","1
0
1","-1
0
-1",G2 Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1",5
trent,Viper,"1.05
0.86
1.24","194
139
251","16
6
10","

16
7
9

","3
2
1","0
-1
+1","148
110
185","28%
18%
35%","0
0
0","0
0
0","0
0
0",G2 Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1",5
valyn,Omen,"0.93
1.13
0.73","172
168
177","13
7
6","

19
8
11

","13
9
4","-6
-1
-5","102
99
106","18%
20%
16%","4
1
3","2
1
1","+2
0
+2",G2 Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1",5
leaf,Jett,"0.89
1.33
0.45","197
318
76","17
14
3","

19
9
10

","3
3
0","-2
+5
-7","110
174
45","28%
31%
13%","5
5
0","8
4
4","-3
+1
-4",G2 Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1",5
neT,Cypher,"0.84
0.61
1.07","185
140
231","15
6
9","

17
8
9

","4
2
2","-2
-2
0","120
96
144","35%
38%
33%","3
0
3","1
1
0","+2
-1
+3",G2 Esports,Ascent,3,Group Stage,Opening (C),G2 Esports,"0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1",5
mwzera,Jett,"1.29
1.27
1.32","305
276
340","24
12
12","

17
9
8

","2
1
1","+7
+3
+4","197
183
213","31%
38%
24%","5
2
3","3
1
2","+2
+1
+1",FURIA,Split,1,Group Stage,Elimination (A),MIBR,"0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0",6
havoc,Raze,"0.98
0.88
1.11","221
187
263","16
8
8","

15
7
8

","5
2
3","+1
+1
0","127
112
146","18%
17%
19%","5
3
2","4
3
1","+1
0
+1",FURIA,Split,1,Group Stage,Elimination (A),MIBR,"0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0",6
Khalil,Viper,"0.90
1.05
0.72","163
170
157","11
7
4","

15
7
8

","7
3
4","-4
0
-4","102
113
90","14%
18%
9%","0
0
0","1
0
1","-1
0
-1",FURIA,Split,1,Group Stage,Elimination (A),MIBR,"0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0",6
kon4n,Skye,"0.82
1.02
0.58","146
148
145","11
7
4","

16
7
9

","10
5
5","-5
0
-5","110
96
126","21%
22%
20%","1
1
0","0
0
0","+1
+1
0",FURIA,Split,1,Group Stage,Elimination (A),MIBR,"0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0",6
liazzi,Astra,"0.70
0.81
0.56","91
66
123","6
2
4","

13
5
8

","5
3
2","-7
-3
-4","63
49
80","32%
50%
22%","1
1
0","2
1
1","-1
0
-1",FURIA,Split,1,Group Stage,Elimination (A),MIBR,"0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0",6
frz,Viper,"1.46
2.01
1.00","277
359
210","22
14
8","

11
6
5

","7
4
3","+11
+8
+3","185
252
129","20%
26%
12%","1
0
1","5
1
4","-4
-1
-3",MIBR,Split,1,Group Stage,Elimination (A),MIBR,"1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1",6
mazin,Skye,"1.01
1.20
0.86","126
174
87","10
6
4","

11
7
4

","8
7
1","-1
-1
0","89
123
61","31%
26%
38%","1
0
1","0
0
0","+1
0
+1",MIBR,Split,1,Group Stage,Elimination (A),MIBR,"1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1",6
artzin,Jett,"1.01
1.23
0.83","193
273
127","15
9
6","

16
8
8

","3
2
1","-1
+1
-2","126
184
77","38%
53%
0%","4
4
0","3
1
2","+1
+3
-2",MIBR,Split,1,Group Stage,Elimination (A),MIBR,"1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1",6
jzz,Raze,"0.97
0.91
1.03","237
247
230","18
8
10","

17
7
10

","3
1
2","+1
+1
0","153
155
151","22%
10%
32%","4
1
3","3
2
1","+1
-1
+2",MIBR,Split,1,Group Stage,Elimination (A),MIBR,"1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1",6
RgLMeister,Astra,"0.91
0.60
1.16","143
99
181","11
4
7","

13
7
6

","9
4
5","-2
-3
+1","103
79
124","36%
40%
35%","0
0
0","1
1
0","-1
-1
0",MIBR,Split,1,Group Stage,Elimination (A),MIBR,"1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1",6
havoc,Kayo,"1.14
0.72
1.55","235
146
325","20
6
14","

17
10
7

","7
5
2","+3
-4
+7","161
114
208","43%
36%
46%","5
2
3","5
3
2","0
-1
+1",FURIA,Breeze,2,Group Stage,Elimination (A),MIBR,"0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0",6
